AUROC,AUPRC,precision,recall,f1,threshold,dataset,strategy,seed,params,train_s
0.8046150201443479,0.1692870817457845,0.2092457420924574,0.3060498220640569,0.2485549128124436,0.8537834882736206,rel-stack,llm-frozen-large,42,1646911,61.30862092971802
0.8042770535316413,0.1805499868582509,0.2295454545454545,0.3594306049822064,0.2801664350305574,0.8290367722511292,rel-stack,llm-frozen-large,43,1646911,62.236732959747314
0.8079500146281324,0.1638430630226378,0.197211155378486,0.3523131672597864,0.2528735627582227,0.865260124206543,rel-stack,llm-frozen-large,44,1646911,62.24340224266052
0.656753291428214,0.7473709636818165,0.596529284164859,0.9803921568627452,0.7417397163199179,0.2431542873382568,rel-trial,llm-frozen-large,42,3229071,40.35658383369446
0.6619623926125474,0.7563415056917397,0.5946236559139785,0.9857397504456328,0.7417840370893098,0.2271784543991089,rel-trial,llm-frozen-large,43,3229071,34.39440894126892
0.6607472335026515,0.7532932106958944,0.6178571428571429,0.9251336898395722,0.740899357121542,0.2936049103736877,rel-trial,llm-frozen-large,44,3229071,40.93944144248962
