epoch,train_loss,val_loss,val_AUROC,dataset,variant,seed
1,1.31431512037913,1.030794337391853,0.723443930041152,rel-stack,llm-finetuned,42
2,1.2765545547008514,0.9448585212230682,0.7260251322751322,rel-stack,llm-finetuned,42
3,1.155752827723821,0.8657321333885193,0.7351649764844209,rel-stack,llm-finetuned,42
4,1.129224916299184,0.8627177327871323,0.7531599059376838,rel-stack,llm-finetuned,42
5,1.093014086286227,0.8662421107292175,0.7687573486184597,rel-stack,llm-finetuned,42
6,1.005920817454656,0.8984395861625671,0.7861092739564961,rel-stack,llm-finetuned,42
7,0.9614480982224146,0.7966307699680328,0.8054912551440329,rel-stack,llm-finetuned,42
8,0.8377404610315958,0.8292297273874283,0.8011371987066431,rel-stack,llm-finetuned,42
9,0.7680108646551768,0.8439796268939972,0.8014219576719577,rel-stack,llm-finetuned,42
10,0.6970146199067434,0.8759414702653885,0.7575047766019988,rel-stack,llm-finetuned,42
11,0.6241074105103811,1.057508036494255,0.7895080099941212,rel-stack,llm-finetuned,42
12,0.5050573274493217,1.086807757616043,0.7561636537330981,rel-stack,llm-finetuned,42
13,0.3969974840680758,1.553294599056244,0.7589193856554968,rel-stack,llm-finetuned,42
1,1.3253278036912282,1.0272078216075895,0.7204126249265137,rel-stack,llm-finetuned,43
2,1.2992072999477386,0.9572945237159728,0.7105562904174016,rel-stack,llm-finetuned,43
3,1.1933303276697795,0.9223335832357408,0.7447457378012934,rel-stack,llm-finetuned,43
4,1.1313573122024536,0.956799328327179,0.7635490152851264,rel-stack,llm-finetuned,43
5,1.0728902866442998,0.830326572060585,0.7767397854203411,rel-stack,llm-finetuned,43
6,0.9653070171674092,0.8102921545505524,0.781084656084656,rel-stack,llm-finetuned,43
7,0.9447152266899744,0.9071838706731796,0.8068140064667843,rel-stack,llm-finetuned,43
8,0.86506587266922,0.8504816293716431,0.7835648148148148,rel-stack,llm-finetuned,43
9,0.7662134865919749,0.8490857034921646,0.779376102292769,rel-stack,llm-finetuned,43
10,0.6185216729839643,1.074485644698143,0.7548225308641975,rel-stack,llm-finetuned,43
11,0.5708790048956871,1.1708575785160065,0.7504317313345091,rel-stack,llm-finetuned,43
12,0.5470458542307218,1.2018015831708908,0.7614638447971781,rel-stack,llm-finetuned,43
13,0.4297255476315816,1.7508119642734528,0.712476116990006,rel-stack,llm-finetuned,43
1,1.3152613739172618,1.0307196974754331,0.7207984273956496,rel-stack,llm-finetuned,44
2,1.2756930390993757,0.9094177484512328,0.7215884038800705,rel-stack,llm-finetuned,44
3,1.1859707484642663,1.009448766708374,0.7467482363315696,rel-stack,llm-finetuned,44
4,1.1693672984838486,0.8737341463565826,0.7411908436213992,rel-stack,llm-finetuned,44
5,1.0886818716923397,0.8229664266109467,0.771439594356261,rel-stack,llm-finetuned,44
6,0.9831589261690776,0.7813507318496704,0.7854478982951205,rel-stack,llm-finetuned,44
7,0.921138326327006,0.8544533550739288,0.7876984126984127,rel-stack,llm-finetuned,44
8,0.7946443458398184,0.8796708136796951,0.767958186360964,rel-stack,llm-finetuned,44
9,0.6999816646178564,0.9648467004299164,0.765707671957672,rel-stack,llm-finetuned,44
10,0.5569094767173132,1.1603113263845444,0.7491181657848324,rel-stack,llm-finetuned,44
11,0.4778107057015101,1.5618686974048617,0.7385453409758965,rel-stack,llm-finetuned,44
12,0.402029092113177,1.683157742023468,0.7567423574368018,rel-stack,llm-finetuned,44
13,0.3216037079691887,2.150743052363396,0.7309303350970018,rel-stack,llm-finetuned,44
1,0.5025592346986135,0.518427163362503,0.5579143938277065,rel-trial,llm-finetuned,42
2,0.5020776862899462,0.5173877775669098,0.6100143406644956,rel-trial,llm-finetuned,42
3,0.4984438667694728,0.5046451389789581,0.6069630403995729,rel-trial,llm-finetuned,42
4,0.48237143208583194,0.49436549842357635,0.6180960422446491,rel-trial,llm-finetuned,42
5,0.47198422253131866,0.4980712831020355,0.6264323911382735,rel-trial,llm-finetuned,42
6,0.45443454881509143,0.5027018040418625,0.6273571629608781,rel-trial,llm-finetuned,42
7,0.4397331277529399,0.5076926201581955,0.6225769414623904,rel-trial,llm-finetuned,42
8,0.4231211170554161,0.5004774928092957,0.6228539262594991,rel-trial,llm-finetuned,42
9,0.41055115063985187,0.5140534490346909,0.6264591961186388,rel-trial,llm-finetuned,42
10,0.39824722955624264,0.5289502143859863,0.6189448666228852,rel-trial,llm-finetuned,42
11,0.37232839067776996,0.556973934173584,0.6070657928243068,rel-trial,llm-finetuned,42
12,0.35660593460003537,0.6999384164810181,0.6087902465611443,rel-trial,llm-finetuned,42
1,0.5026218046744665,0.518104612827301,0.6156902952568587,rel-trial,llm-finetuned,43
2,0.5023854598402977,0.5177664458751678,0.6163313810372634,rel-trial,llm-finetuned,43
3,0.4992908959587415,0.5090129673480988,0.6160052537761516,rel-trial,llm-finetuned,43
4,0.48192523419857025,0.5025515556335449,0.6211607449997543,rel-trial,llm-finetuned,43
5,0.4664868588248889,0.49192729592323303,0.6302386983501536,rel-trial,llm-finetuned,43
6,0.4551593338449796,0.49051791429519653,0.639455144099107,rel-trial,llm-finetuned,43
7,0.44230608145395917,0.48414716124534607,0.6465271914188323,rel-trial,llm-finetuned,43
8,0.42777541776498157,0.5332370698451996,0.647603858130174,rel-trial,llm-finetuned,43
9,0.41336386154095334,0.5164553225040436,0.6422294595669209,rel-trial,llm-finetuned,43
10,0.3944584975639979,0.5206529796123505,0.6385303722765023,rel-trial,llm-finetuned,43
11,0.3798246731360753,0.5353356599807739,0.6421311746389147,rel-trial,llm-finetuned,43
12,0.3553833141922951,0.5818457901477814,0.6244220176108721,rel-trial,llm-finetuned,43
13,0.33222462236881256,0.5690494477748871,0.6252306345185602,rel-trial,llm-finetuned,43
14,0.3146728773911794,0.6750895082950592,0.6227645763249479,rel-trial,llm-finetuned,43
1,0.5024743949373564,0.5186303555965424,0.6006437662784412,rel-trial,llm-finetuned,44
