epoch,train_loss,val_loss,val_AUROC,aspect,dataset,variant,seed,done
6,0.4542635294298331,0.4995324909687042,0.6455398746420418,A1,rel-trial,GAT-MPNN-U,43,True
1,0.493455699334542,0.4915112853050232,0.6378423777804584,A1,rel-trial,GAT-MPNN-U,44,False
2,0.4790347938736279,0.4893301427364349,0.6480595427963849,A1,rel-trial,GAT-MPNN-U,44,False
3,0.4694066569209099,0.4863820075988769,0.6529916591836096,A1,rel-trial,GAT-MPNN-U,44,False
4,0.4626922085881233,0.4909556359052658,0.6639057536890355,A1,rel-trial,GAT-MPNN-U,44,False
5,0.4591248581806819,0.4843834340572357,0.6584152002108659,A1,rel-trial,GAT-MPNN-U,44,False
6,0.4497148369749387,0.4977476447820663,0.6589825722952658,A1,rel-trial,GAT-MPNN-U,44,False
7,0.4462593669692675,0.4883105009794235,0.6542738307444189,A1,rel-trial,GAT-MPNN-U,44,True
1,0.4933127661546071,0.4994273483753204,0.63205696951827,A1,rel-trial,GAT-Dir-GNN,42,False
2,0.4781547772387663,0.4907071441411972,0.6517407600998932,A1,rel-trial,GAT-Dir-GNN,42,False
3,0.4682336946328481,0.4917003065347671,0.6424573019000264,A1,rel-trial,GAT-Dir-GNN,42,False
4,0.4670701523621877,0.490732729434967,0.6460670392558938,A1,rel-trial,GAT-Dir-GNN,42,False
5,0.4570505594213803,0.4898845851421356,0.6516424751718869,A1,rel-trial,GAT-Dir-GNN,42,True
1,0.4924543586870034,0.4954382479190826,0.6403665134315288,A1,rel-trial,GAT-Dir-GNN,43,False
2,0.4773480494817098,0.4902969300746918,0.6549171502731874,A1,rel-trial,GAT-Dir-GNN,43,False
3,0.4684626658757527,0.4875583499670028,0.6566952139707557,A1,rel-trial,GAT-Dir-GNN,43,False
4,0.458281343181928,0.5111343562602997,0.6596616317978548,A1,rel-trial,GAT-Dir-GNN,43,False
5,0.4574984659751256,0.4858450144529342,0.6615692529005224,A1,rel-trial,GAT-Dir-GNN,43,False
6,0.4518741630017757,0.4904152154922485,0.6594427244582044,A1,rel-trial,GAT-Dir-GNN,43,False
7,0.4442760224143664,0.4918926507234573,0.6664522268237438,A1,rel-trial,GAT-Dir-GNN,43,False
8,0.4391076092918713,0.4967341423034668,0.6578031531591904,A1,rel-trial,GAT-Dir-GNN,43,False
9,0.4317940038939317,0.5030561089515686,0.645861534406426,A1,rel-trial,GAT-Dir-GNN,43,False
10,0.4258637974659602,0.5244317054748535,0.6397723363667637,A1,rel-trial,GAT-Dir-GNN,43,True
1,0.4936684903999169,0.4991549551486969,0.6245873149897918,A1,rel-trial,GAT-Dir-GNN,44,False
2,0.4803667565186818,0.4914702475070953,0.6394149366285589,A1,rel-trial,GAT-Dir-GNN,44,False
3,0.4718238326410452,0.4873846918344497,0.6505702759572729,A1,rel-trial,GAT-Dir-GNN,44,False
4,0.4634919054806232,0.4855676889419555,0.654081728385134,A1,rel-trial,GAT-Dir-GNN,44,False
5,0.4589389500518639,0.4845925867557525,0.6492791694030084,A1,rel-trial,GAT-Dir-GNN,44,False
6,0.4525657693545024,0.4973090440034866,0.6628335544744213,A1,rel-trial,GAT-Dir-GNN,44,False
7,0.449579572925965,0.4819999784231186,0.659710774261858,A1,rel-trial,GAT-Dir-GNN,44,False
8,0.4439580601950486,0.4923644363880157,0.6543363756986048,A1,rel-trial,GAT-Dir-GNN,44,False
9,0.4369371831417084,0.4957487285137176,0.6507266383427375,A1,rel-trial,GAT-Dir-GNN,44,True
1,0.4920685949424903,0.5147683322429657,0.6259364990015144,A2,rel-trial,SAGE-homo,42,False
2,0.4798558205366134,0.4929147511720657,0.6394975853180188,A2,rel-trial,SAGE-homo,42,False
3,0.4702570264538129,0.4877606183290481,0.6595186719025727,A2,rel-trial,SAGE-homo,42,False
4,0.4648604852457841,0.4893203675746918,0.6526565969290428,A2,rel-trial,SAGE-homo,42,False
5,0.4580053550501664,0.4926311075687408,0.6591210646938201,A2,rel-trial,SAGE-homo,42,False
6,0.4544491122166316,0.4860672056674957,0.6609080633848436,A2,rel-trial,SAGE-homo,42,False
7,0.4456918040911357,0.5100254118442535,0.6488011472531596,A2,rel-trial,SAGE-homo,42,False
8,0.4469624049961567,0.4845414161682129,0.666724744124125,A2,rel-trial,SAGE-homo,42,False
9,0.4388549973567326,0.5092265903949738,0.6649600829167392,A2,rel-trial,SAGE-homo,42,False
10,0.4333348621924718,0.5013473629951477,0.649082599546996,A2,rel-trial,SAGE-homo,42,True
1,0.4935208509365718,0.5338299572467804,0.6304039957290731,A2,rel-trial,SAGE-homo,43,False
2,0.4810966402292251,0.4906901717185974,0.6459285468573395,A2,rel-trial,SAGE-homo,43,False
3,0.4676489209135373,0.5054023563861847,0.6232113259977037,A2,rel-trial,SAGE-homo,43,False
4,0.4661151580512523,0.4919516444206238,0.6496589066248508,A2,rel-trial,SAGE-homo,43,False
5,0.4588750513891379,0.4868026375770569,0.6554443148870394,A2,rel-trial,SAGE-homo,43,False
6,0.4543291901548703,0.4909879863262176,0.6608365834372025,A2,rel-trial,SAGE-homo,43,False
7,0.4476482383906841,0.5019602328538895,0.6614530979856058,A2,rel-trial,SAGE-homo,43,False
8,0.4450745756427447,0.5208595097064972,0.6497259190757643,A2,rel-trial,SAGE-homo,43,False
9,0.4423907659947872,0.5262165367603302,0.6580354629890234,A2,rel-trial,SAGE-homo,43,False
10,0.4361754866937796,0.4885503798723221,0.6670866113590572,A2,rel-trial,SAGE-homo,43,True
1,0.4970028176903724,0.5080966949462891,0.5990421687016114,A2,rel-trial,SAGE-homo,44,False
2,0.4801183640956878,0.4878937155008316,0.6500922538074242,A2,rel-trial,SAGE-homo,44,False
3,0.4707423982520898,0.488825112581253,0.6534875513203686,A2,rel-trial,SAGE-homo,44,False
4,0.4648770466446876,0.4826583713293075,0.6639995711203142,A2,rel-trial,SAGE-homo,44,False
5,0.4618160873651504,0.4919003397226333,0.6443023780485081,A2,rel-trial,SAGE-homo,44,False
6,0.4550449413557847,0.4936981499195099,0.6579237755708344,A2,rel-trial,SAGE-homo,44,False
7,0.4484914367397626,0.5018320828676224,0.6603853662677193,A2,rel-trial,SAGE-homo,44,True
1,0.5064133480191231,0.5005845576524734,0.6249983246887272,A2,rel-trial,SAGE-hetero,42,False
2,0.48182504499952,0.4887155294418335,0.6604925861891806,A2,rel-trial,SAGE-hetero,42,False
3,0.4732337569197019,0.4848945140838623,0.6734058854801888,A2,rel-trial,SAGE-hetero,42,False
4,0.4650607295334339,0.4787143170833587,0.6775986311590028,A2,rel-trial,SAGE-hetero,42,False
5,0.4594583536187808,0.4726021140813827,0.6849074558052888,A2,rel-trial,SAGE-hetero,42,False
6,0.4514134327570597,0.4874980896711349,0.6784295855503286,A2,rel-trial,SAGE-hetero,42,False
7,0.4487705950935681,0.4784840643405914,0.679649212156952,A2,rel-trial,SAGE-hetero,42,False
8,0.4433674551546573,0.4764949232339859,0.6802165842413521,A2,rel-trial,SAGE-hetero,42,True
1,0.5008281419674555,0.4922004789113998,0.6451333324398341,A2,rel-trial,SAGE-hetero,43,False
2,0.4773887991905212,0.5010506510734558,0.6640487135843174,A2,rel-trial,SAGE-hetero,43,False
3,0.4677337942024072,0.4796679764986038,0.6796670821438623,A2,rel-trial,SAGE-hetero,43,False
4,0.4603556431829929,0.4956585317850113,0.6841390463681487,A2,rel-trial,SAGE-hetero,43,False
5,0.4567666960259278,0.4773385673761368,0.6823609826705802,A2,rel-trial,SAGE-hetero,43,False
6,0.4460211892922719,0.4742974489927292,0.6825262800495,A2,rel-trial,SAGE-hetero,43,False
7,0.4464732743799686,0.4866624772548675,0.6836029467608415,A2,rel-trial,SAGE-hetero,43,True
1,0.5000561016301314,0.4930055439472198,0.65282636180469,A2,rel-trial,SAGE-hetero,44,False
2,0.4741369808713595,0.4749531596899032,0.676521964447661,A2,rel-trial,SAGE-hetero,44,False
3,0.4660360875229041,0.4731648564338684,0.6908804989300346,A2,rel-trial,SAGE-hetero,44,False
4,0.4579083224137624,0.4723191261291504,0.6813021859461488,A2,rel-trial,SAGE-hetero,44,False
5,0.4606790654361248,0.4736013859510422,0.6807214113715662,A2,rel-trial,SAGE-hetero,44,False
6,0.4508214940627416,0.4757532030344009,0.6857250077064319,A2,rel-trial,SAGE-hetero,44,True
1,0.499578492095073,0.5031276643276215,0.625203829538195,A2,rel-trial,HGT-homo,42,False
2,0.4830102920532226,0.4972936660051346,0.6453745772631222,A2,rel-trial,HGT-homo,42,False
3,0.4719310477375984,0.4843846410512924,0.6625521021805851,A2,rel-trial,HGT-homo,42,False
4,0.465793214738369,0.4840500354766845,0.6668543015292241,A2,rel-trial,HGT-homo,42,False
5,0.4628626803557078,0.488072857260704,0.6512448679631342,A2,rel-trial,HGT-homo,42,False
6,0.4575732213755448,0.4879492819309234,0.6621500274751049,A2,rel-trial,HGT-homo,42,False
7,0.4529544860124588,0.4905315637588501,0.6567398889380314,A2,rel-trial,HGT-homo,42,True
1,0.5014337164660295,0.5087046921253204,0.6163090435536256,A2,rel-trial,HGT-homo,43,False
2,0.4832758978009224,0.5194831490516663,0.6438511608790247,A2,rel-trial,HGT-homo,43,False
3,0.4715697715679804,0.4864062368869781,0.6589200273410799,A2,rel-trial,HGT-homo,43,False
4,0.4650827012956142,0.481202557682991,0.6735376766336518,A2,rel-trial,HGT-homo,43,False
5,0.4604970850050449,0.4834842681884765,0.6645446057210762,A2,rel-trial,HGT-homo,43,False
6,0.4573919388155142,0.4928344041109085,0.6586877175112469,A2,rel-trial,HGT-homo,43,False
7,0.4501325376331806,0.4800721704959869,0.6749047306322848,A2,rel-trial,HGT-homo,43,False
8,0.444361758728822,0.4870987832546234,0.6593623095171083,A2,rel-trial,HGT-homo,43,False
9,0.441697183996439,0.4909760057926178,0.6609840108292121,A2,rel-trial,HGT-homo,43,False
10,0.4405886468787988,0.4998212307691574,0.6542782982411466,A2,rel-trial,HGT-homo,43,True
1,0.4995995076994101,0.5071461796760559,0.5962633857370699,A2,rel-trial,HGT-homo,44,False
2,0.4807020785907904,0.4883076846599579,0.6574278834340754,A2,rel-trial,HGT-homo,44,False
3,0.4721452457209428,0.5015199482440948,0.6485375649462338,A2,rel-trial,HGT-homo,44,False
4,0.4677759098509947,0.4945520013570785,0.6566907464740281,A2,rel-trial,HGT-homo,44,False
5,0.4628684210280577,0.4881531447172165,0.6547563203909953,A2,rel-trial,HGT-homo,44,True
1,0.4959267576535542,0.5159687995910645,0.6340137330849406,A2,rel-trial,HGT-hetero,42,False
2,0.4817480047543843,0.4943063110113144,0.634250510411501,A2,rel-trial,HGT-hetero,42,False
3,0.4727104182044665,0.4910335540771484,0.6513074129173201,A2,rel-trial,HGT-hetero,42,False
4,0.4658553215364615,0.4837303906679153,0.6620472750503709,A2,rel-trial,HGT-hetero,42,False
5,0.4623437933623791,0.4869601130485534,0.6640442460875897,A2,rel-trial,HGT-hetero,42,False
6,0.4572280769546826,0.4901543259620666,0.6636957813428401,A2,rel-trial,HGT-hetero,42,False
7,0.4564122408628464,0.4835071265697479,0.6647992530345471,A2,rel-trial,HGT-hetero,42,False
8,0.4518414971729119,0.4879270642995834,0.6545865555153482,A2,rel-trial,HGT-hetero,42,False
9,0.448931789646546,0.4917224645614624,0.6562261268143621,A2,rel-trial,HGT-hetero,42,False
10,0.4443836621940136,0.5000112354755402,0.6479701928618338,A2,rel-trial,HGT-hetero,42,True
1,0.4968372260530789,0.5012555420398712,0.6146113947971533,A2,rel-trial,HGT-hetero,43,False
2,0.4799707805116971,0.4942000657320022,0.6455175371584041,A2,rel-trial,HGT-hetero,43,False
3,0.4718371058503787,0.4958442747592926,0.6489843146189895,A2,rel-trial,HGT-hetero,43,False
4,0.4657843063275019,0.4959941208362579,0.6524555595763026,A2,rel-trial,HGT-hetero,43,False
5,0.4630011233190695,0.4866339564323425,0.6558865970630677,A2,rel-trial,HGT-hetero,43,False
6,0.4594099223613739,0.4879134893417358,0.6623197923507521,A2,rel-trial,HGT-hetero,43,False
7,0.4540007313092549,0.4864762127399444,0.6580354629890234,A2,rel-trial,HGT-hetero,43,False
8,0.4505056006213029,0.4982293993234634,0.6555135610863165,A2,rel-trial,HGT-hetero,43,False
9,0.4477791811029116,0.4889541566371918,0.6584866801585068,A2,rel-trial,HGT-hetero,43,True
1,0.49879371002316475,0.5081301033496857,0.6284338296722198,A2,rel-trial,HGT-hetero,44,False
2,0.4793142266571522,0.488042488694191,0.6606266110910074,A2,rel-trial,HGT-hetero,44,False
3,0.46671227117379505,0.48713356256484985,0.6581292804203022,A2,rel-trial,HGT-hetero,44,False
4,0.4633881499369939,0.48440341651439667,0.6585581601061478,A2,rel-trial,HGT-hetero,44,False
5,0.45724814385175705,0.48265427350997925,0.6623331948409348,A2,rel-trial,HGT-hetero,44,False
6,0.45377737656235695,0.5148846209049225,0.6715183681127954,A2,rel-trial,HGT-hetero,44,False
7,0.4516209165255229,0.484381839632988,0.6575217008653542,A2,rel-trial,HGT-hetero,44,False
8,0.44373224178949994,0.48710815608501434,0.6635304839639206,A2,rel-trial,HGT-hetero,44,False
9,0.43946349372466403,0.49577856063842773,0.6662154494971833,A2,rel-trial,HGT-hetero,44,True
1,0.49926594343591246,0.4995477646589279,0.6271114506408625,A4,rel-trial,L1,42,False
2,0.4855244311880558,0.48691175132989883,0.6574948958849888,A4,rel-trial,L1,42,False
3,0.47819998733540797,0.4964865446090698,0.6610376207899429,A4,rel-trial,L1,42,False
4,0.46949757603888814,0.48686056584119797,0.6635349514606481,A4,rel-trial,L1,42,False
5,0.46438659569050406,0.4892507866024971,0.6488413547237077,A4,rel-trial,L1,42,True
1,0.49866440131309187,0.5017796605825424,0.6309400953363802,A4,rel-trial,L1,43,False
2,0.48715184533849676,0.488803930580616,0.657168768623877,A4,rel-trial,L1,43,False
3,0.4757087414569043,0.5023945719003677,0.6480774127832951,A4,rel-trial,L1,43,False
4,0.4660114309889205,0.4877924397587776,0.6706874137214693,A4,rel-trial,L1,43,False
5,0.46314985130695585,0.47968966513872147,0.6706069987803733,A4,rel-trial,L1,43,True
1,0.4994065482565697,0.5056622996926308,0.5998641880994823,A4,rel-trial,L1,44,False
2,0.4871485214284126,0.49319206923246384,0.647340275823248,A4,rel-trial,L1,44,False
3,0.4765225699607362,0.4936044365167618,0.6423366794883822,A4,rel-trial,L1,44,False
4,0.46776699132107674,0.49077261984348297,0.6437216034739255,A4,rel-trial,L1,44,True
1,0.49202791173407373,0.48856767266988754,0.6576467907737258,A4,rel-trial,L2,42,False
2,0.4760289604359485,0.48599446564912796,0.6625521021805851,A4,rel-trial,L2,42,False
3,0.46123479718857624,0.4875956103205681,0.683526999316473,A4,rel-trial,L2,42,False
4,0.4549882278797474,0.4847022071480751,0.6749494055995604,A4,rel-trial,L2,42,False
5,0.44812193956780944,0.48136305063962936,0.6776388386295507,A4,rel-trial,L2,42,True
1,0.4906940923092213,0.5146725848317146,0.6315968173553312,A4,rel-trial,L2,43,False
2,0.47058122906279054,0.492411732673645,0.6644865282636181,A4,rel-trial,L2,43,False
3,0.4624811353835654,0.47963015735149384,0.6697224344283168,A4,rel-trial,L2,43,False
4,0.45573834282286624,0.4850482791662216,0.6544480631167937,A4,rel-trial,L2,43,False
5,0.45551698575628563,0.4830329865217209,0.6647992530345472,A4,rel-trial,L2,43,True
1,0.49115307914449813,0.48236215859651566,0.6658580497589786,A4,rel-trial,L2,44,False
2,0.47075894094528037,0.4908919706940651,0.6593444395301981,A4,rel-trial,L2,44,False
3,0.4609848165765722,0.48570241779088974,0.6681454080834885,A4,rel-trial,L2,44,False
4,0.4545673518738848,0.4836035221815109,0.6733143017972739,A4,rel-trial,L2,44,False
5,0.4498305834354238,0.4799242615699768,0.690259516884904,A4,rel-trial,L2,44,True
1,0.4950574294049689,0.4913022592663765,0.6513476203878681,A4,rel-trial,L3,42,False
2,0.475226343312162,0.4901026114821434,0.6562752692783653,A4,rel-trial,L3,42,False
3,0.4637758287977665,0.47924555093050003,0.6714245506815166,A4,rel-trial,L3,42,False
4,0.4568816987757987,0.488964281976223,0.6812083685148701,A4,rel-trial,L3,42,False
5,0.4507239904809505,0.48131248354911804,0.6612922681034137,A4,rel-trial,L3,42,True
1,0.49588005720300876,0.4909469485282898,0.6446776477736229,A4,rel-trial,L3,43,False
2,0.4737141950333372,0.485954649746418,0.6701513141141624,A4,rel-trial,L3,43,False
3,0.46393358009926816,0.480286069214344,0.6681454080834885,A4,rel-trial,L3,43,False
4,0.4559140357565373,0.4800611212849617,0.6684179253838696,A4,rel-trial,L3,43,True
1,0.49743173097042326,0.493867002427578,0.6613369430706892,A4,rel-trial,L3,44,False
2,0.4735828783917934,0.49385636299848557,0.637784300323,A4,rel-trial,L3,44,False
3,0.4660696951632804,0.4847261756658554,0.6692265422915578,A4,rel-trial,L3,44,False
4,0.4564171357357756,0.4831583574414253,0.6748511206715542,A4,rel-trial,L3,44,False
5,0.45230022072792053,0.48453663289546967,0.6798681194966024,A4,rel-trial,L3,44,True
1,0.500371404150699,0.49971410632133484,0.6277458351761758,A4,rel-trial,L4,42,False
2,0.48110417672928346,0.5003588125109673,0.6748645231617367,A4,rel-trial,L4,42,False
3,0.46788424443691334,0.48126061260700226,0.667372531149621,A4,rel-trial,L4,42,False
4,0.4640718514614917,0.4795658811926842,0.6845947310343596,A4,rel-trial,L4,42,False
5,0.45866368996336104,0.48627521097660065,0.6760528772912674,A4,rel-trial,L4,42,True
1,0.49528237860253516,0.4939979761838913,0.647481001970166,A4,rel-trial,L4,43,False
2,0.4738217795148809,0.4819674789905548,0.6711430983876805,A4,rel-trial,L4,43,False
3,0.46656419051454423,0.4827917441725731,0.6639682986432213,A4,rel-trial,L4,43,False
4,0.4616103387893514,0.48419158160686493,0.6546803729466268,A4,rel-trial,L4,43,True
1,0.49594465722428993,0.4919242337346077,0.6422205245734658,A4,rel-trial,L4,44,False
2,0.4754079282283783,0.49245233833789825,0.6693069572326538,A4,rel-trial,L4,44,False
3,0.4675464389172006,0.502622552216053,0.6703836239439955,A4,rel-trial,L4,44,False
4,0.46173128485679626,0.48265567421913147,0.6863370547581075,A4,rel-trial,L4,44,False
5,0.4527132098979138,0.4765856862068176,0.6817757405992702,A4,rel-trial,L4,44,True
1,0.49888176550256447,0.5064531415700912,0.6204370105298898,A4,rel-trial,L6,42,False
2,0.48341129434869645,0.48950182646512985,0.6611225032277663,A4,rel-trial,L6,42,False
3,0.47136556594929796,0.49068544805049896,0.6629318394024277,A4,rel-trial,L6,42,False
4,0.4626318527028916,0.48521537333726883,0.676137759729091,A4,rel-trial,L6,42,False
5,0.45706042203497377,0.48805150389671326,0.6668140940586762,A4,rel-trial,L6,42,True
1,0.49999314356357494,0.5067160055041313,0.5866225277989984,A4,rel-trial,L6,43,False
2,0.4841177615713566,0.4881996363401413,0.6589066248508973,A4,rel-trial,L6,43,False
3,0.469711793864027,0.4815834239125252,0.6718578978640898,A4,rel-trial,L6,43,False
4,0.4633796950604053,0.4843534007668495,0.6703880914407231,A4,rel-trial,L6,43,False
5,0.4621140741287394,0.4835723713040352,0.6713173307600553,A4,rel-trial,L6,43,True
1,0.5008403360843658,0.5141439139842987,0.6149509245484479,A4,rel-trial,L6,44,False
2,0.4878539836153071,0.49582207202911377,0.6705131813490947,A4,rel-trial,L6,44,False
3,0.4699748355023404,0.4777333214879036,0.6697179669315892,A4,rel-trial,L6,44,False
4,0.4648523983803201,0.47689245641231537,0.6751683129392108,A4,rel-trial,L6,44,False
5,0.46152094323584375,0.47665946185588837,0.6760037348272642,A4,rel-trial,L6,44,True
1,0.502511756851318,0.5100332647562027,0.5885390838951211,A4,rel-trial,L8,42,False
2,0.49227300413111424,0.49710097908973694,0.6208524877255528,A4,rel-trial,L8,42,False
3,0.48044071172146086,0.49181894958019257,0.6620026000830954,A4,rel-trial,L8,42,False
4,0.4719115717613951,0.49205952882766724,0.6614575654823334,A4,rel-trial,L8,42,False
5,0.46850151838140286,0.4859321862459183,0.6600458365164247,A4,rel-trial,L8,42,True
1,0.5010633164263786,0.5075364410877228,0.5775401069518717,A4,rel-trial,L8,43,False
2,0.4873767964383389,0.49430329352617264,0.6422964720178344,A4,rel-trial,L8,43,False
3,0.4784788990274389,0.4899391084909439,0.646428906490826,A4,rel-trial,L8,43,False
4,0.4690480327352564,0.48971275240182877,0.6713530707338757,A4,rel-trial,L8,43,False
5,0.4642062060376431,0.48836376518011093,0.6678148133256494,A4,rel-trial,L8,43,True
1,0.49647842252508123,0.4912893697619438,0.6413091552410438,A4,rel-trial,L8,44,False
2,0.48052336307282145,0.5009491518139839,0.6651879252498447,A4,rel-trial,L8,44,False
3,0.4709607134474085,0.4776739105582237,0.6748198481944612,A4,rel-trial,L8,44,False
4,0.4632034675872072,0.4904600903391838,0.6789612176609081,A4,rel-trial,L8,44,False
5,0.4571992831027254,0.4837821125984192,0.6713307332502378,A4,rel-trial,L8,44,True
1,0.4953336836175716,0.498087614774704,0.6358096667694192,A4,rel-trial,L1-skip,42,False
2,0.4774185723446785,0.49827709794044495,0.6311634701727582,A4,rel-trial,L1-skip,42,False
3,0.4675488611485096,0.4857080429792404,0.6598045916931367,A4,rel-trial,L1-skip,42,False
4,0.4615851596314856,0.4832049831748009,0.6585536926094202,A4,rel-trial,L1-skip,42,False
5,0.4587249502222589,0.4971519783139229,0.6656972198767864,A4,rel-trial,L1-skip,42,True
1,0.492864819917273,0.4984886795282364,0.622286554175099,A4,rel-trial,L1-skip,43,False
2,0.47651397547823315,0.5013524070382118,0.6536081737320127,A4,rel-trial,L1-skip,43,False
3,0.46857947428175745,0.49354275315999985,0.6507936507936508,A4,rel-trial,L1-skip,43,False
4,0.4638392519443593,0.4879390001296997,0.6500520463368762,A4,rel-trial,L1-skip,43,True
1,0.49321562368819055,0.49521221220493317,0.6278083801303616,A4,rel-trial,L1-skip,44,False
2,0.47409573641229186,0.4860430434346199,0.6569230563038613,A4,rel-trial,L1-skip,44,False
3,0.46559295882569984,0.4876527637243271,0.6495874266772099,A4,rel-trial,L1-skip,44,False
4,0.46244003354234897,0.4857228100299835,0.6607159610255585,A4,rel-trial,L1-skip,44,False
5,0.4557677057195217,0.48390132188796997,0.6610912307506736,A4,rel-trial,L1-skip,44,True
1,0.49308006180093644,0.5007379055023193,0.6553013549917575,A4,rel-trial,L2-skip,42,False
2,0.47641485929489136,0.4812154769897461,0.6675556985154509,A4,rel-trial,L2-skip,42,False
3,0.46243556826672655,0.49495191872119904,0.6664834993008368,A4,rel-trial,L2-skip,42,False
4,0.4562086450292709,0.4828232377767563,0.6811413560639568,A4,rel-trial,L2-skip,42,False
5,0.45425925673322476,0.4830273538827896,0.6626235821282261,A4,rel-trial,L2-skip,42,True
1,0.49516178762659113,0.4993007853627205,0.6146784072480667,A4,rel-trial,L2-skip,43,False
2,0.47521436087628627,0.47743404656648636,0.6775271512113618,A4,rel-trial,L2-skip,43,False
3,0.4671480338624183,0.47708237171173096,0.6767900142513147,A4,rel-trial,L2-skip,43,False
4,0.4560397685842311,0.4870179295539856,0.6801093643198906,A4,rel-trial,L2-skip,43,False
5,0.4516234746638765,0.474868543446064,0.6731445369216267,A4,rel-trial,L2-skip,43,True
1,0.4922797641855605,0.49389704316854477,0.6578925030937415,A4,rel-trial,L2-skip,44,False
2,0.47008508190195614,0.48126687854528427,0.6739665563194975,A4,rel-trial,L2-skip,44,False
3,0.46189499091594777,0.481900118291378,0.6662735269546415,A4,rel-trial,L2-skip,44,False
4,0.4562459480255208,0.4912946745753288,0.6880749109851277,A4,rel-trial,L2-skip,44,False
5,0.4516687380506637,0.47594165056943893,0.6774914112375413,A4,rel-trial,L2-skip,44,True
1,0.49051486050828974,0.49127719551324844,0.6588038724261633,A4,rel-trial,L3-skip,42,False
2,0.472412146152334,0.4853835701942444,0.6613414105674168,A4,rel-trial,L3-skip,42,False
3,0.4637387426609689,0.5052021816372871,0.682959627232073,A4,rel-trial,L3-skip,42,False
4,0.459828201760637,0.47705981135368347,0.6766157818789398,A4,rel-trial,L3-skip,42,False
5,0.45317494552186194,0.504339799284935,0.6728228771572424,A4,rel-trial,L3-skip,42,True
1,0.49834614611686545,0.5004861205816269,0.6463082840791818,A4,rel-trial,L3-skip,43,False
2,0.4759830762731268,0.49765003472566605,0.6671402213197879,A4,rel-trial,L3-skip,43,False
3,0.46771492222522165,0.4777173772454262,0.6784474555372388,A4,rel-trial,L3-skip,43,False
4,0.457573228059931,0.5116331353783607,0.6745652008809904,A4,rel-trial,L3-skip,43,False
5,0.4547032251002941,0.48080291599035263,0.6730417844968928,A4,rel-trial,L3-skip,43,True
1,0.4983730043502564,0.49904175847768784,0.6176537600686207,A4,rel-trial,L3-skip,44,False
2,0.4748595008190642,0.4871848523616791,0.652774985592323,A4,rel-trial,L3-skip,44,False
3,0.46550038139870825,0.4813838452100754,0.6695839420297625,A4,rel-trial,L3-skip,44,False
4,0.46033779737797187,0.4923959821462631,0.6771652839764295,A4,rel-trial,L3-skip,44,False
5,0.45573493711491847,0.4814707636833191,0.6848717158314682,A4,rel-trial,L3-skip,44,True
1,0.49892273291628414,0.4976123422384262,0.6310785877349345,A4,rel-trial,L4-skip,42,False
2,0.47595647040833816,0.48657894134521484,0.6686681052006129,A4,rel-trial,L4-skip,42,False
3,0.46547627892900023,0.49777475744485855,0.6523706771384791,A4,rel-trial,L4-skip,42,False
4,0.4569312143833079,0.4927673190832138,0.6782240807008608,A4,rel-trial,L4-skip,42,False
5,0.45630056617107795,0.4831163063645363,0.6702339628036222,A4,rel-trial,L4-skip,42,True
1,0.5000555394811833,0.4978906437754631,0.6140216852291156,A4,rel-trial,L4-skip,43,False
2,0.4786053236494673,0.48314109444618225,0.6618104977238105,A4,rel-trial,L4-skip,43,False
3,0.4644197872344484,0.48369335383176804,0.6750700280112044,A4,rel-trial,L4-skip,43,False
4,0.46211387312158625,0.49328435212373734,0.6643480358650637,A4,rel-trial,L4-skip,43,False
5,0.45306185331750426,0.48130665719509125,0.6710984234204049,A4,rel-trial,L4-skip,43,True
1,0.4986197384113961,0.4939325600862503,0.6330174813146949,A4,rel-trial,L4-skip,44,False
2,0.4759315886396043,0.48600829392671585,0.6600994464771555,A4,rel-trial,L4-skip,44,False
3,0.4676707925948691,0.47673817723989487,0.6792828774252924,A4,rel-trial,L4-skip,44,False
4,0.4593528750094962,0.47645680606365204,0.6764013420360169,A4,rel-trial,L4-skip,44,False
5,0.45504607038295014,0.47086844593286514,0.6883340257953261,A4,rel-trial,L4-skip,44,True
1,0.5084690375530974,0.5028842017054558,0.6016199143134129,A4,rel-trial,L6-skip,42,False
2,0.4832909069162734,0.5339010655879974,0.673738713986392,A4,rel-trial,L6-skip,42,False
3,0.47156841260321597,0.49387461692094803,0.6591702071578234,A4,rel-trial,L6-skip,42,False
4,0.4613802490082193,0.482304148375988,0.6796894196275002,A4,rel-trial,L6-skip,42,False
5,0.45471942361364975,0.47730132937431335,0.6736873377740251,A4,rel-trial,L6-skip,42,True
1,0.5037111031248215,0.5118125528097153,0.6355103444886727,A4,rel-trial,L6-skip,43,False
2,0.47862859102005656,0.47818680107593536,0.674538395900625,A4,rel-trial,L6-skip,43,False
3,0.46626252443232435,0.48129142820835114,0.6634187965457315,A4,rel-trial,L6-skip,43,False
4,0.4612427277767912,0.48236552625894547,0.670327780234901,A4,rel-trial,L6-skip,43,True
1,0.5118121796465934,0.5002074390649796,0.6294747564097409,A4,rel-trial,L6-skip,44,False
2,0.4781172535520919,0.49639056622982025,0.6347061950777121,A4,rel-trial,L6-skip,44,False
3,0.47021636113207393,0.49058685451745987,0.6517273576097106,A4,rel-trial,L6-skip,44,False
4,0.4638931072772817,0.48780999332666397,0.6583928627272282,A4,rel-trial,L6-skip,44,False
