epoch,train_loss,val_loss,val_AUROC,dataset,variant,seed
1,1.070424309372902,0.861869677901268,0.8336948829863637,rel-stack,SAGE-MPNN-D,42
2,1.0131196535825728,0.7560865847127778,0.8413128256034328,rel-stack,SAGE-MPNN-D,42
3,0.9972745833396912,0.8098406396096661,0.8512034455851466,rel-stack,SAGE-MPNN-D,42
4,0.985022396326065,0.7604261934757233,0.8491385612061881,rel-stack,SAGE-MPNN-D,42
5,0.9798151322603226,0.812728787994101,0.8553382381446721,rel-stack,SAGE-MPNN-D,42
6,0.9677369834184647,0.7764301383424372,0.8642041144592134,rel-stack,SAGE-MPNN-D,42
7,0.9690169420242309,0.709463979161921,0.8634179454379548,rel-stack,SAGE-MPNN-D,42
8,0.9605280942916871,0.7401525395966712,0.8619801538011136,rel-stack,SAGE-MPNN-D,42
9,0.9710434228181839,0.7423927546257064,0.8579809889702223,rel-stack,SAGE-MPNN-D,42
10,0.961696104168892,0.8298153859518823,0.8643417656289709,rel-stack,SAGE-MPNN-D,42
11,0.9559519304037094,0.7291095373885972,0.8684223478641611,rel-stack,SAGE-MPNN-D,42
12,0.9538840891122818,0.7716580914954344,0.8722670152593364,rel-stack,SAGE-MPNN-D,42
13,0.9504957419633865,0.8212443497918901,0.8654061727194329,rel-stack,SAGE-MPNN-D,42
14,0.9425078109502792,0.7801696748605796,0.8690592818881034,rel-stack,SAGE-MPNN-D,42
15,0.9432005294561386,0.7067922809649081,0.8693808350206571,rel-stack,SAGE-MPNN-D,42
16,0.9386175022125244,0.7100036488402457,0.8660953856011842,rel-stack,SAGE-MPNN-D,42
17,0.9324660863876343,0.7127728806365103,0.8707841461270118,rel-stack,SAGE-MPNN-D,42
18,0.93158400785923,0.6798113275851522,0.8760880501548115,rel-stack,SAGE-MPNN-D,42
19,0.9292437133789062,0.7324648808155741,0.8710591501705381,rel-stack,SAGE-MPNN-D,42
20,0.9209395997524261,0.7813594463680472,0.8698144206691438,rel-stack,SAGE-MPNN-D,42
21,0.9199387789964676,0.7360826776850791,0.8698445883367949,rel-stack,SAGE-MPNN-D,42
22,0.9178751630783081,0.7229534864780449,0.8712551480356734,rel-stack,SAGE-MPNN-D,42
23,0.9201570369005203,0.7477070274097579,0.8726278639167933,rel-stack,SAGE-MPNN-D,42
24,0.9169668382406235,0.7258758378170785,0.8726975185159405,rel-stack,SAGE-MPNN-D,42
1,1.071707797050476,0.8489425244430701,0.8327210062426539,rel-stack,SAGE-MPNN-D,43
2,1.021190346956253,0.8026819779049783,0.842837925990349,rel-stack,SAGE-MPNN-D,43
3,1.010149282336235,0.7303765417919272,0.8495598073439448,rel-stack,SAGE-MPNN-D,43
4,0.9929273021221161,0.7506672929795015,0.8514710568597544,rel-stack,SAGE-MPNN-D,43
5,0.9753894865512848,0.7378643602132797,0.8490448838367557,rel-stack,SAGE-MPNN-D,43
6,0.9731314914226532,0.7484834320133641,0.8561244643393285,rel-stack,SAGE-MPNN-D,43
7,0.9671047042608261,0.7205291253825029,0.863150721948132,rel-stack,SAGE-MPNN-D,43
8,0.9639560930728912,0.7481938327352206,0.8610382543873859,rel-stack,SAGE-MPNN-D,43
9,0.9670715215206146,0.718661329043763,0.8634238914713284,rel-stack,SAGE-MPNN-D,43
10,0.9680156891345978,0.7844004242547921,0.8633096590224789,rel-stack,SAGE-MPNN-D,43
11,0.951380012512207,0.721036132247675,0.8592324624467599,rel-stack,SAGE-MPNN-D,43
12,0.944314962387085,0.7274297048293409,0.8663249765662401,rel-stack,SAGE-MPNN-D,43
13,0.9465947386026382,0.731474415709575,0.8671670437699698,rel-stack,SAGE-MPNN-D,43
14,0.9502910956144333,0.7137463811252799,0.8660518567590417,rel-stack,SAGE-MPNN-D,43
15,0.936847391963005,0.7161557491691339,0.8623746104732906,rel-stack,SAGE-MPNN-D,43
16,0.9382675796747207,0.70897332561158,0.8740987664083737,rel-stack,SAGE-MPNN-D,43
17,0.9352072273492813,0.7759312616572493,0.8659876112604887,rel-stack,SAGE-MPNN-D,43
18,0.9324787713289261,0.7528153311993394,0.8707288345933182,rel-stack,SAGE-MPNN-D,43
19,0.9330234149694443,0.7566390161712965,0.8707013043593668,rel-stack,SAGE-MPNN-D,43
20,0.9250260196924209,0.7378253163326354,0.8726207992734623,rel-stack,SAGE-MPNN-D,43
21,0.9187308114767074,0.7692793385968322,0.8697854337564477,rel-stack,SAGE-MPNN-D,43
22,0.9272935290336609,0.697254367172718,0.8693620995467706,rel-stack,SAGE-MPNN-D,43
1,1.0695758150815964,0.8177869653417951,0.8310105845011958,rel-stack,SAGE-MPNN-D,44
2,0.9984858713150024,0.8146375155165082,0.8504948832369323,rel-stack,SAGE-MPNN-D,44
3,0.9973766566514969,0.7632029216204371,0.8478492662840912,rel-stack,SAGE-MPNN-D,44
4,0.9939796065092087,0.7948829247837975,0.8540137244095165,rel-stack,SAGE-MPNN-D,44
5,0.9784135229587555,0.7262744220594565,0.8610361538864659,rel-stack,SAGE-MPNN-D,44
6,0.976318696141243,0.732946211560851,0.8647163955611032,rel-stack,SAGE-MPNN-D,44
7,0.9667422060966492,0.7274317081485476,0.8552321442047127,rel-stack,SAGE-MPNN-D,44
8,0.9597416145801544,0.7917713093615714,0.8684530102059934,rel-stack,SAGE-MPNN-D,44
9,0.9555494236946106,0.762896154075861,0.866715204892778,rel-stack,SAGE-MPNN-D,44
10,0.9568565535545349,0.7399498580821923,0.85713059185101,rel-stack,SAGE-MPNN-D,44
11,0.947586292386055,0.7448492502527577,0.8633854610047922,rel-stack,SAGE-MPNN-D,44
12,0.9477517291307449,0.7050750374439216,0.862569609046864,rel-stack,SAGE-MPNN-D,44
13,0.9555600110292435,0.7309115633723282,0.8650518965169255,rel-stack,SAGE-MPNN-D,44
14,0.938351026892662,0.7323401233270055,0.8696112612144811,rel-stack,SAGE-MPNN-D,44
15,0.9364439256191254,0.707839449601514,0.8702464999228879,rel-stack,SAGE-MPNN-D,44
16,0.9322085106372833,0.7352706117644197,0.8673437145408411,rel-stack,SAGE-MPNN-D,44
17,0.9397744166851044,0.8121194520166942,0.8728767372317148,rel-stack,SAGE-MPNN-D,44
18,0.9274417116641999,0.7126589898197424,0.8728201703690692,rel-stack,SAGE-MPNN-D,44
19,0.9310927634239197,0.7526660561561584,0.8710939488834127,rel-stack,SAGE-MPNN-D,44
20,0.9387782356739044,0.7498186030203388,0.8742715444165935,rel-stack,SAGE-MPNN-D,44
21,0.9310357580184937,0.7665787282444182,0.8741983177229821,rel-stack,SAGE-MPNN-D,44
22,0.9314313997030258,0.7278889302341711,0.8728829964758766,rel-stack,SAGE-MPNN-D,44
23,0.9223586150407791,0.7074086334378946,0.875796242103925,rel-stack,SAGE-MPNN-D,44
24,0.9174236773252488,0.7749209478497505,0.8750255919314752,rel-stack,SAGE-MPNN-D,44
25,0.9156434816122055,0.7322347114483515,0.8690622971633886,rel-stack,SAGE-MPNN-D,44
26,0.909544571518898,0.7075656311852592,0.8755383453353469,rel-stack,SAGE-MPNN-D,44
27,0.9128305382728577,0.7740508738373008,0.8748468281170836,rel-stack,SAGE-MPNN-D,44
28,0.9112665840387344,0.7683777614008813,0.8750686683580349,rel-stack,SAGE-MPNN-D,44
29,0.9079997916221618,0.7190561560647828,0.8706733639684309,rel-stack,SAGE-MPNN-D,44
1,1.0721214524507523,0.8818501347587222,0.8374018693821823,rel-stack,SAGE-MPNN-U,42
2,1.026591321349144,0.8014070178781237,0.8480641462853074,rel-stack,SAGE-MPNN-U,42
3,0.9953111579418182,0.7744667155756837,0.8440145147447384,rel-stack,SAGE-MPNN-U,42
4,0.9798244411945343,0.792207060115678,0.8585053933182503,rel-stack,SAGE-MPNN-U,42
5,0.9809225875139237,0.8288986665152368,0.8563957521119965,rel-stack,SAGE-MPNN-U,42
6,0.9811967576742172,0.7670595711540609,0.8482253702955672,rel-stack,SAGE-MPNN-U,42
7,0.9692615516185761,0.7268775169338498,0.8675760672295919,rel-stack,SAGE-MPNN-U,42
8,0.9658902428150177,0.7708388621963206,0.8625476146893015,rel-stack,SAGE-MPNN-U,42
9,0.9580402837991715,0.7455326590154853,0.8660618894474599,rel-stack,SAGE-MPNN-U,42
10,0.9536859745979309,0.7198448369190806,0.8679634120282399,rel-stack,SAGE-MPNN-U,42
11,0.9487811324596405,0.7529789392082464,0.8630593190856133,rel-stack,SAGE-MPNN-U,42
12,0.946942706823349,0.7090823620202995,0.862940381017543,rel-stack,SAGE-MPNN-U,42
13,0.9488390797376632,0.6984392973993506,0.8653912728348003,rel-stack,SAGE-MPNN-U,42
14,0.943438879609108,0.7449900972701254,0.8753188342889071,rel-stack,SAGE-MPNN-U,42
15,0.9404160034656525,0.7581575587391853,0.868186037781961,rel-stack,SAGE-MPNN-U,42
16,0.944366812467575,0.7205043216901166,0.873350224940282,rel-stack,SAGE-MPNN-U,42
